10	SURVIVED		213.2	R/activity.R	171	relational/logical	>	>=
29	SURVIVED		207.7	R/activity.R	50	bool flip	FALSE	TRUE
53	SURVIVED		216.3	R/blocking.R	107	relational/logical	>	>=
67	SURVIVED		207.4	R/blocking.R	269	numeric+1	1e7	10000001
79	KILLED	test-blocking.R	2.6	R/blocking.R	288	relational/logical	>	>=
91	KILLED	test-blocking.R	2.9	R/blocking.R	318	numeric+1	0	1
106	KILLED	test-blocking.R	5	R/blocking.R	386	function swap	unique	identity
120	SURVIVED		201.6	R/blocking.R	477	function swap	sort	rev
130	SURVIVED		225	R/blocking.R	540	function swap	all	any
141	SURVIVED		223.2	R/blocking.R	583	function swap	unique	identity
170	KILLED	test-unicity.R	12.6	R/combine.R	64	relational/logical	>	>=
184	KILLED	test-unicity.R	13.4	R/combine.R	89	relational/logical	>	>=
206	KILLED	test-confidence.R	5.7	R/confidence.R	159	function swap	sum	prod
225	KILLED	test-confidence.R	2.4	R/confidence.R	227	relational/logical	!=	==
241	KILLED	test-known-values.R	5.3	R/create_dummy_data.R	24	numeric+1	10000	10001
259	KILLED	test-contract.R	1.8	R/create_dummy_data.R	107	numeric+1	1	2
271	KILLED	test-contract.R	1.7	R/create_dummy_data.R	117	numeric+1	1	2
304	KILLED	test-contract.R	1.4	R/create_dummy_data.R	281	relational/logical	!=	==
329	KILLED	test-evaluate.R	35.5	R/evaluate.R	64	relational/logical	<	<=
348	KILLED	test-evaluate.R	32.7	R/evaluate.R	253	function swap	unique	identity
362	KILLED	test-evaluate.R	32.6	R/evaluate.R	294	function swap	sort	rev
374	KILLED	test-evaluate.R	33.1	R/evaluate.R	311	function swap	sum	prod
388	SURVIVED		225.9	R/evaluate.R	415	relational/logical	>	>=
407	KILLED	test-generalize.R	5.7	R/generalize.R	105	relational/logical	|	&
428	KILLED	test-generalize.R	5.3	R/generalize.R	205	relational/logical	==	!=
450	KILLED	test-generalize.R	4.6	R/generalize.R	270	relational/logical	&	|
460	KILLED	test-generalize.R	4.9	R/generalize.R	294	relational/logical	&	|
472	SURVIVED		214.6	R/generalize.R	455	function swap	unique	identity
487	KILLED	test-generalize.R	5.2	R/generalize.R	477	function swap	any	all
508	KILLED	test-generalize.R	5.3	R/generalize.R	654	relational/logical	&	|
519	KILLED	test-generalize.R	4.3	R/generalize.R	674	relational/logical	>	>=
533	SURVIVED		213.4	R/generalize.R	764	function swap	max	min
543	SURVIVED		220.7	R/generalize.R	861	relational/logical	||	&&
554	SURVIVED		238.6	R/generalize.R	928	function swap	unique	identity
567	KILLED	test-generalize.R	5.6	R/generalize.R	995	relational/logical	<	<=
578	SURVIVED		240	R/generalize.R	1052	function swap	any	all
590	KILLED	test-generalize.R	5.8	R/generalize.R	1129	relational/logical	||	&&
604	KILLED	test-generalize.R	5.9	R/generalize.R	1305	relational/logical	&	|
628	KILLED	test-generalize.R	5.8	R/generalize.R	238	bool flip	TRUE	FALSE
661	SURVIVED		220.1	R/generalize.R	888	bool flip	FALSE	TRUE
687	SURVIVED		210.7	R/idf.R	221	relational/logical	||	&&
703	KILLED	test-knowledge.R	13.6	R/knowledge.R	61	numeric+1	0	1
716	KILLED	test-knowledge.R	1.3	R/knowledge.R	92	relational/logical	>	>=
741	KILLED	test-assignment.R	15.3	R/match.R	312	relational/logical	!=	==
752	KILLED	test-assignment.R	18.1	R/match.R	319	relational/logical	!=	==
